,xG,PrgPasses,Gls/90,xG/90,Shots,Sh/90,SoT/90,Dist,PrgDist,FinalThirdPass,PenaltyAreaCross,SCA90,Tkl Def 3rd,Tkl Mid 3rd,Clearances,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,short_Pass_Ratio,medium_Pass_Ratio,long_Pass_Ratio,clusters,Player_Name,Pos
607,2.7,152,0.14,0.09,22,0.75,0.37,14.8,6269,136,1,1.87,18,29,54,91,397,1144,267,32,0.4574324324324324,0.4574324324324324,0.085135135,0,Martín Zubimendi,MF
428,3.1,136,0.24,0.19,15,0.91,0.43,14.5,3933,83,4,4.21,16,13,10,22,171,773,427,36,0.4920212765957447,0.4237588652482269,0.084219858,0,Pedri,MF
427,0.6,31,0.08,0.05,9,0.73,0.32,16.5,2335,17,14,2.58,18,5,19,42,234,287,222,26,0.49731663685152055,0.3953488372093023,0.1073345259391771,0,Alfonso Pedraza,DF
165,0,100,0,0,1,0.06,0,51.1,5968,84,3,1.76,19,13,45,62,460,604,228,9,0.4584870848708487,0.4308118081180812,0.11070110701107011,0,Kiko Femenía,DF
167,0.3,52,0,0.02,7,0.49,0.07,24,2701,46,4,1.82,10,9,30,52,212,405,163,8,0.49834983498349833,0.35973597359735976,0.1419141914191419,0,Álex Fernández,MF
422,2.9,210,0.1,0.1,9,0.31,0.1,27.1,10494,177,5,2.76,16,21,29,87,538,1164,342,10,0.39864864864864863,0.44256756756756754,0.15878378378378377,0,Daniel Parejo,MF
417,5.9,128,0.13,0.19,70,2.26,1,22.5,3997,94,3,3.61,16,21,41,43,232,725,705,55,0.47468354430379744,0.33634719710669075,0.18896925858951175,0,Isaac Palazón Camacho,MF
175,1.8,89,0.24,0.14,17,1.33,0.39,18.2,2697,56,6,3.53,8,11,10,10,103,423,295,40,0.49169435215946844,0.36046511627906974,0.1478405315614618,0,Pablo Fornals,FW
177,0.6,72,0,0.03,7,0.34,0.05,16.9,4675,47,6,1.32,22,13,49,47,423,558,290,18,0.48078920041536866,0.39667705088265837,0.122533749,0,Dimitri Foulquier,DF
178,0.4,51,0.08,0.03,6,0.51,0.17,12.8,3470,50,2,1.02,18,8,44,69,270,389,175,16,0.4878048780487805,0.4115853658536585,0.10060975609756098,0,Juan Foyth,DF
429,0.7,61,0.05,0.04,16,0.82,0.21,22,3651,42,13,2.67,28,14,54,57,307,477,408,22,0.502844141,0.3583617747440273,0.13879408418657566,0,Adrià Pedrosa,DF
408,3.5,103,0.08,0.14,24,0.92,0.19,18,2859,68,0,2.69,18,20,11,17,157,651,516,62,0.5882352941176471,0.34558823529411764,0.066176471,0,Aimar Oroz,MF
184,0.3,147,0.04,0.01,11,0.47,0.09,25.4,5134,127,4,2.41,15,26,17,30,194,883,345,7,0.4496587030716723,0.4044368600682594,0.14590443686006827,0,Iñigo Ruiz de Galarreta,MF
185,1.8,294,0.08,0.05,39,1.1,0.34,26.4,14261,306,8,3.63,17,26,53,149,780,1809,651,18,0.45705196182396607,0.3598444680098975,0.18310357016613643,0,Aleix García,MF
402,5.4,124,0.13,0.17,63,1.97,0.72,16.9,3535,52,20,3.1,22,27,29,30,224,657,871,125,0.5188762071992976,0.33187006145741876,0.14925373134328357,0,Lucas Ocampos,FW
190,2.8,221,0.17,0.1,16,0.55,0.2,9.4,14739,223,2,1.43,34,18,79,180,972,1378,227,23,0.38643462739848283,0.501115573,0.11244979919678715,0,Eric García,DF
191,0.5,60,0.06,0.03,9,0.58,0.06,20.9,3312,38,6,2.19,11,12,28,39,309,464,385,23,0.583772392,0.3445732349841939,0.071654373,0,Fran Garcia,DF
195,2.3,59,0.17,0.13,28,1.63,0.58,18,2306,31,9,3.79,8,17,23,19,125,365,466,40,0.5049928673323824,0.3095577746077033,0.18544935805991442,0,Rubén García,FW
395,1.5,34,0.07,0.1,16,1.05,0.26,14.5,1721,44,5,2.03,29,29,56,67,255,480,210,36,0.6079365079365079,0.31587301587301586,0.076190476,0,Saúl Ñíguez,MF
200,0.9,39,0.1,0.09,9,0.86,0.38,15.2,1400,37,2,2.57,20,14,16,27,108,394,181,18,0.6116504854368932,0.32038834951456313,0.067961165,0,Gavi,MF
393,0.1,111,0,0,4,0.11,0,20.4,8794,70,18,1.14,22,9,108,112,795,912,310,9,0.4777708202880401,0.38196618659987475,0.14026299311208515,0,Carlos Neva,DF
183,0.1,45,0,0.01,3,0.25,0.08,20.8,2880,36,10,1.84,15,19,17,18,185,383,253,13,0.4500792393026941,0.43106180665610144,0.11885895404120443,0,Javi Galán,DF
434,0.9,78,0,0.04,17,0.73,0.22,21,4696,55,18,2.63,22,18,39,49,290,501,468,41,0.4215349369988545,0.4306987399770905,0.14776632302405499,0,Rubén Peña,DF
438,1.1,41,0.04,0.05,20,0.88,0.09,18.4,1592,24,7,1.76,10,14,5,16,144,362,374,43,0.6370510396975425,0.29300567107750475,0.069943289,0,Francisco Perez,MF
153,1,113,0,0.04,18,0.65,0.18,22.2,7831,74,10,1.94,43,22,63,82,607,801,360,27,0.44243792325056436,0.42061700526711815,0.13694507148231752,0,Alfonso Espino,DF
110,0.1,47,0,0.01,3,0.3,0,16.6,1616,37,1,1.58,8,10,15,33,126,305,99,10,0.4552058111380145,0.44552058111380144,0.099273608,0,Francis Coquelin,MF
480,1.1,126,0.09,0.05,20,0.91,0.32,24.3,5610,120,0,2.68,17,29,23,53,333,858,229,23,0.46194690265486726,0.3911504424778761,0.14690265486725665,0,Marc Roca,MF
479,1,128,0,0.04,37,1.4,0.49,28.1,5863,115,9,2.84,28,23,43,72,405,975,316,17,0.4565718677940046,0.382782475,0.1606456571867794,0,Lucas Robertone,MF
114,0.6,80,0,0.03,5,0.21,0.08,20.9,6810,70,11,2.13,39,20,61,90,597,739,292,24,0.47537138389366695,0.3612197028928851,0.163408913,0,Thierry Correia,DF
115,0.3,50,0,0.02,6,0.32,0.11,16.3,4167,36,14,2.25,23,10,35,40,285,402,306,21,0.48672566371681414,0.36788874841972186,0.14538558786346398,0,Jaume Costa,DF
116,1.1,93,0.04,0.04,22,0.86,0.12,20.9,3901,77,4,1.84,40,46,59,83,382,808,243,33,0.42534381139489197,0.4243614931237721,0.15029469548133595,0,Samu Costa,MF
476,0.3,30,0,0.04,10,1.11,0.45,23.7,2352,31,3,2.23,9,6,23,31,161,266,203,8,0.4894957983193277,0.36134453781512604,0.14915966386554622,0,Mihailo Ristić,DF
118,1.5,97,0.04,0.06,29,1.16,0.44,21.3,4090,62,17,2.24,25,14,31,50,375,633,651,79,0.5058915946582875,0.40219952867242736,0.091908877,0,Yan Couto,DF
473,6.1,77,0.18,0.22,53,1.91,0.54,21.6,2662,25,19,2.92,10,12,28,24,150,382,619,62,0.4600262123197903,0.3656618610747051,0.1743119266055046,0,Luis Rioja,FW
121,0,77,0,0,3,0.16,0,28.7,5357,69,3,0.65,16,10,39,56,315,567,200,5,0.4179431072210066,0.4234135667396061,0.1586433260393873,0,Juan Cruz Armada,DF
472,0.3,119,0,0.01,18,0.64,0.18,27,8646,106,32,2.17,32,23,76,80,458,900,467,6,0.406272274,0.4034212401995723,0.1903064861012117,0,Diego Rico,DF
128,2.2,132,0.08,0.09,32,1.34,0.5,22.4,4827,120,14,3.8,13,21,16,10,141,709,409,30,0.38181818181818183,0.3732620320855615,0.2449197860962567,0,Sergi Darder,MF
129,1.8,202,0.13,0.08,30,1.3,0.52,19.8,6879,146,7,3.55,11,14,15,27,274,1054,460,40,0.4731774415405777,0.3768913342503439,0.1499312242090784,0,Rodrigo De Paul,MF
459,1.3,127,0.13,0.08,32,2.02,0.44,26.9,4888,111,16,5.05,9,12,12,19,169,685,412,23,0.39076034648700675,0.3599615014436959,0.2492781520692974,0,Ivan Rakitić,MF
451,0.7,36,0.05,0.03,20,0.96,0.24,20.8,4008,39,10,2.01,35,8,83,112,435,555,278,33,0.4642857142857143,0.4029017857142857,0.1328125,0,Marc Pubill,DF
449,0.5,87,0,0.03,7,0.43,0.25,18.5,2698,69,2,1.3,11,23,27,30,156,614,233,14,0.5123537061118335,0.42782834850455137,0.059817945,0,Beñat Prados,MF
448,0.4,44,0,0.04,4,0.37,0.28,23.3,2929,36,8,2.31,11,6,21,28,186,340,184,11,0.4857142857142857,0.3767857142857143,0.1375,0,Alejandro Pozo Pozo,DF
299,0.5,97,0,0.03,16,0.8,0.3,23.7,2865,81,0,2.06,15,34,16,34,238,799,337,26,0.6153100775193798,0.312984496,0.071705426,0,Enzo Loiodice,MF
149,4.3,58,0.11,0.16,63,2.29,0.87,24.1,3039,40,16,3.93,29,15,12,18,195,514,633,65,0.47596153846153844,0.3161057692307692,0.20793269230769232,0,Adri Embarba,FW
151,1.9,66,0.05,0.1,14,0.74,0.16,17.4,2359,60,0,1.11,16,14,33,50,221,549,141,19,0.48489425981873113,0.3776435045317221,0.13746223564954682,0,Gonzalo Escalante,MF
440,0.2,78,0,0.01,7,0.39,0.17,23.6,5059,97,0,1.61,17,22,21,54,457,901,144,8,0.5838011226944667,0.37209302325581395,0.044105854049719326,0,Máximo Perrone,MF
391,0.1,103,0,0.01,7,0.31,0.09,25,5129,74,21,2.21,21,14,48,58,374,596,489,17,0.4454855195911414,0.37223168654173766,0.18228279386712096,0,Jesús Navas,DF
390,2.1,70,0.05,0.1,30,1.43,0.43,19.1,2156,47,11,4.53,20,21,7,14,144,437,491,48,0.5854765506807866,0.2813918305597579,0.13313161875945537,0,Roberto Navarro,MF
204,1.7,127,0.13,0.08,19,0.85,0.31,21.3,3884,116,5,2.69,7,19,22,22,157,792,411,29,0.44649446494464945,0.4160516605166052,0.13745387453874539,0,Moi Gómez,MF
208,0.5,91,0.04,0.02,14,0.51,0.15,21.3,6464,80,15,1.86,37,32,60,85,497,701,317,23,0.4680306905370844,0.38192668371696503,0.15004262574595056,0,Giovanni González,DF
248,0.6,43,0,0.04,15,0.96,0.38,25.2,3284,41,12,1.72,25,11,53,60,262,353,223,8,0.31703204047217537,0.3979763912310287,0.28499156829679595,0,Iglesias,DF
352,4.2,128,0.19,0.16,66,2.46,0.56,20.7,4210,109,5,3.77,13,20,21,36,162,851,562,63,0.5309503051438536,0.3112467306015693,0.15780296425457715,0,Brais Méndez,MF
251,8.3,216,0.31,0.32,62,2.4,0.93,18,6247,130,7,6.03,15,21,7,8,123,951,800,80,0.5065217391304347,0.32028985507246377,0.17318840579710146,0,Isco,MF
257,0.7,168,0.11,0.04,7,0.39,0.22,20.4,7114,187,7,3.3,14,23,28,69,359,1139,355,18,0.559678417,0.37600494743351887,0.064316636,0,Frenkie de Jong,MF
340,0.9,36,0,0.05,14,0.68,0.15,17.3,1609,16,6,1.55,18,17,18,26,174,416,433,50,0.5431034482758621,0.382183908,0.074712644,0,Marvin,FW
334,2.9,143,0.16,0.09,19,0.63,0.36,16.4,4489,104,1,2.34,22,15,14,48,327,1060,533,58,0.5665152498377677,0.3841661258922777,0.049318624,0,Iván Martín,MF
324,0.6,143,0.04,0.03,5,0.2,0.08,15.7,7935,131,26,1.83,26,24,44,60,375,868,529,34,0.477088949,0.3995956873315364,0.12331536388140162,0,Óscar de Marcos,DF
273,0.4,212,0,0.02,10,0.36,0.07,21.9,10659,196,1,2.06,27,32,34,82,594,1570,334,12,0.5197766402978129,0.36761284318287574,0.11261051651931131,0,Koke,MF
276,2,245,0.03,0.06,24,0.75,0.19,15.3,13135,267,5,1.92,22,10,83,157,903,1701,462,44,0.4740990990990991,0.4369369369369369,0.088963964,0,Jules Koundé,DF
277,1.6,290,0.04,0.07,35,1.48,0.55,25.2,15443,327,5,4.24,19,25,11,58,546,1641,492,13,0.4594262295081967,0.3610655737704918,0.17950819672131146,0,Toni Kroos,MF
319,0.9,36,0.25,0.1,5,0.62,0.37,10.4,2062,21,1,1.48,16,11,21,35,199,228,88,9,0.5303030303030303,0.39646464646464646,0.073232323,0,Reinildo Mandava,DF
316,5.5,73,0.11,0.15,34,0.94,0.41,11.7,2217,67,1,1.27,26,31,61,86,321,762,309,59,0.5820271682340648,0.35318704284221525,0.064785789,0,Nemanja Maksimović,MF
314,0.8,41,0.06,0.05,11,0.68,0.25,23.3,2806,32,8,2.21,18,13,23,33,178,337,268,27,0.3723021582733813,0.41906474820143885,0.20863309352517986,0,Pablo Maffeo,DF
282,0.2,25,0.11,0.02,8,0.88,0.22,24.6,2470,18,3,1.87,10,5,33,45,210,209,88,6,0.4631578947368421,0.4026315789473684,0.13421052631578947,0,Bruno Langa,DF
309,0.5,72,0.05,0.02,10,0.5,0.05,20.1,4670,50,12,2.26,44,23,42,50,381,564,316,15,0.4199604743083004,0.4288537549407115,0.15118577075098813,0,José Luis Gayà,DF
285,0.2,39,0,0.01,5,0.29,0.06,17.6,3108,26,9,1.75,19,13,27,40,249,399,305,17,0.47248322147651006,0.41073825503355704,0.11677852348993288,0,Toni Lato,DF
308,0.8,47,0.06,0.05,11,0.64,0.23,21.5,3843,33,14,2.4,32,11,45,54,306,447,275,14,0.4594240837696335,0.3900523560209424,0.1505235602094241,0,Lucas,DF
305,1.3,90,0,0.06,23,1.08,0.38,26.2,3507,81,1,2.11,36,20,22,65,310,656,162,8,0.37753882915173237,0.45878136200716846,0.16367980884109917,0,Dion Lopy,MF
291,0.2,119,0,0.01,5,0.22,0,22.3,6247,86,7,1.57,25,10,50,82,427,779,285,9,0.40935192780968005,0.47333880229696473,0.1173092698933552,0,Iñigo Lekue,DF
304,1.1,116,0.04,0.05,32,1.37,0.21,28,6407,113,7,2.47,18,23,15,35,340,980,371,16,0.4205607476635514,0.3968368080517613,0.18260244428468728,0,Unai López,MF
303,0.9,92,0.04,0.04,18,0.68,0.11,17.4,5698,63,16,1.92,11,9,77,89,441,582,404,45,0.43330179754020814,0.3736991485335856,0.19299905392620625,0,Javi López,DF
355,0.2,84,0,0.01,5,0.26,0.05,19.8,4875,63,1,1.62,12,2,26,44,387,687,345,17,0.643327842,0.3154859967051071,0.041186161,0,Ferland Mendy,DF
108,1.9,92,0.11,0.1,17,0.93,0.38,13,3509,80,0,2.02,15,21,27,61,265,593,229,32,0.4748201438848921,0.4316546762589928,0.09352518,0,Santi Comesaña,MF
357,3.3,163,0.18,0.12,30,1.09,0.4,13.9,4802,122,3,2.36,25,34,55,91,323,948,514,76,0.540273556,0.3594224924012158,0.10030395136778116,0,Mikel Merino,MF
361,0.6,121,0,0.03,16,0.68,0.21,25.1,5597,140,6,3.23,19,28,10,30,196,981,330,10,0.4056291390728477,0.38741721854304634,0.20695364238410596,0,Luis Milla,MF
386,2.5,122,0.07,0.09,38,1.3,0.31,21,3758,102,7,2.04,14,22,29,30,235,897,437,47,0.5814151747655584,0.3350383631713555,0.083546462,0,Javier Muñoz,MF
212,0.7,117,0.03,0.02,15,0.47,0.19,23.4,6234,57,10,1.86,40,17,69,89,489,683,466,40,0.5663716814159292,0.35317779565567176,0.080450523,0,Andoni Gorosabel,DF
384,0.3,39,0,0.02,7,0.56,0.16,24.2,4109,35,10,1.91,20,10,33,44,244,418,181,6,0.3598200899550225,0.47226386806596704,0.1679160419790105,0,Aihen Muñoz,DF
379,1,104,0,0.06,11,0.61,0.22,16.3,2959,74,3,2.67,23,26,21,29,177,589,212,22,0.527369826,0.3591455273698264,0.11348464619492657,0,Manu Morlanes,MF
375,0.7,55,0.12,0.04,17,1.03,0.3,19.8,3766,35,9,2.18,19,10,33,53,279,349,266,27,0.4373219373219373,0.41452991452991456,0.14814814814814814,0,Alberto Moreno,DF
372,0.6,99,0.05,0.03,16,0.8,0.25,23,4122,95,5,2.7,14,10,21,22,211,644,329,13,0.3924949290060852,0.4066937119675456,0.20081135902636918,0,Jon Moncayola,MF
222,2.7,81,0.14,0.1,42,1.51,0.5,24.3,2783,64,2,1.66,25,22,44,65,291,720,308,22,0.46786922209695603,0.40586245772266066,0.1262683201803833,0,Javier Guerra,MF
223,0.7,187,0.03,0.02,16,0.49,0.06,23.2,6374,167,2,2.12,28,25,46,75,409,1029,320,16,0.467201166,0.4067055393586006,0.1260932944606414,0,Ander Guevara,MF
224,0.2,65,0.07,0.01,3,0.21,0.14,18.3,3003,62,1,2.05,7,14,25,34,183,496,114,5,0.4624624624624625,0.37987987987987987,0.15765765765765766,0,Hugo Guillamón,MF
371,1.3,68,0.1,0.06,12,0.58,0.19,17.4,5346,48,12,2.58,16,18,36,46,373,628,490,44,0.5275720164609053,0.34156378600823045,0.1308641975308642,0,Nahuel Molina,DF
227,1.8,135,0,0.06,45,1.51,0.3,28.3,7250,132,5,2.79,21,30,30,44,396,1016,351,13,0.36971830985915494,0.36901408450704226,0.2612676056338028,0,Gerard Gumbau,MF
228,7.3,224,0.15,0.22,41,1.23,0.45,17.8,9085,188,4,4.99,14,16,18,42,376,1538,841,77,0.4935497295047857,0.3761964211402414,0.13025384935497294,0,İlkay Gündoğan,MF
229,4,117,0.1,0.13,36,1.21,0.27,13,2965,67,4,2.32,10,27,22,32,172,584,333,74,0.5051948051948052,0.3935064935064935,0.1012987012987013,0,Jon Guridi,MF
369,1,82,0,0.04,17,0.75,0.04,22.1,5344,58,25,2.07,11,15,40,60,342,604,495,29,0.4605026929982047,0.3734290843806104,0.16606822262118492,0,Johan Mojica,DF
231,2.8,146,0.06,0.08,34,1.01,0.15,22.3,6547,102,19,2.37,11,14,66,116,630,933,640,61,0.524327418,0.3921007441327991,0.083571837,0,Miguel Gutiérrez,DF
368,1.3,196,0.11,0.07,25,1.33,0.53,21.9,7217,162,4,5.6,10,6,9,22,256,977,593,49,0.5304955527318933,0.32592121982210925,0.14358322744599747,0,Luka Modrić,MF
366,1.6,103,0.05,0.08,16,0.78,0.29,18.6,7497,64,9,2.18,21,13,62,75,439,581,371,28,0.4230072463768116,0.4420289855072464,0.13496376811594202,0,Juan Miranda,DF
235,1.4,177,0,0.05,17,0.6,0.14,15,10370,162,6,1.58,29,13,93,152,811,1154,251,24,0.4685501066098081,0.39285714285714285,0.13859275053304904,0,Mario Hermoso,DF
236,1.4,94,0.04,0.05,30,1.07,0.29,24,7452,73,18,2.26,26,12,72,112,509,669,412,29,0.4302134646962233,0.37110016420361247,0.1986863711001642,0,Javi Hernández,DF
240,0.7,94,0,0.06,14,1.22,0.17,21.2,2855,67,3,2.63,11,26,18,37,171,525,220,13,0.5189873417721519,0.38115330520393814,0.099859353,0,Ander Herrera,MF
363,2.6,170,0.06,0.08,28,0.84,0.39,20.4,11712,169,17,3.18,44,11,49,72,598,1012,701,43,0.47271745002701243,0.37763371150729336,0.1496488384656942,0,Óscar Mingueza,DF
243,4.9,92,0.21,0.21,52,2.22,0.77,16.5,3393,79,7,2.05,28,30,45,67,331,793,339,68,0.5666356011183598,0.35135135135135137,0.082013048,0,Yangel Herrera,MF
105,1.5,84,0.05,0.08,22,1.19,0.43,23.6,3975,73,1,1.57,16,26,54,67,330,672,133,26,0.42789598108747046,0.45271867612293143,0.11938534278959811,0,Pathé Ciss,MF
146,0.7,81,0.1,0.03,15,0.72,0.24,24.6,5341,58,10,1.54,21,16,69,88,405,429,197,12,0.33122629582806573,0.41845764854614415,0.2503160556257901,0,Rubén Duarte,DF
298,4.1,106,0.21,0.14,30,1.05,0.67,15.4,3643,60,11,1.68,18,17,35,44,322,615,537,82,0.5956284153005464,0.33788706739526414,0.066484517,0,Marcos Llorente,MF
525,1.8,34,0,0.1,21,1.15,0.16,17.9,1233,31,3,2.13,18,26,18,24,162,346,279,38,0.6601307189542484,0.27233115468409586,0.067538126,0,Rubén Sobrino,MF
61,0.2,81,0,0.01,2,0.11,0,18.7,4836,56,4,1.58,14,16,40,53,349,544,286,24,0.5081256771397616,0.41278439869989164,0.079089924,0,Héctor Bellerín,DF
63,0.7,134,0,0.03,21,0.78,0.11,25.8,5360,120,2,1.82,22,23,34,50,326,985,297,12,0.5127807900852053,0.4066615027110767,0.080557707,0,Fran Beltrán,MF
64,1,60,0.24,0.08,14,1.11,0.55,19.8,1863,45,0,1.74,19,26,31,35,173,348,113,11,0.40589569160997735,0.4036281179138322,0.19047619047619047,0,Carlos Benavídez,MF
65,0.9,132,0.14,0.04,18,0.84,0.28,19.1,6651,103,9,1.68,13,14,62,78,437,754,327,34,0.5012087026591459,0.40934730056406127,0.089443997,0,Yuri Berchiche,DF
568,1.7,132,0.03,0.06,15,0.5,0.23,12.7,5680,121,1,1.4,39,62,52,85,401,1032,162,18,0.46919831223628694,0.42362869198312236,0.10717299578059072,0,Óscar Valentín,MF
67,0.8,133,0,0.03,20,0.74,0.11,25.1,5503,100,8,1.67,29,27,30,64,339,740,224,18,0.45445240532241554,0.38792221084953943,0.15762538382804503,0,Antonio Blanco,MF
68,1.7,209,0.03,0.05,17,0.51,0.18,16.6,15810,256,3,1.45,33,13,113,229,1192,1426,271,27,0.44373503591380686,0.46209098164405427,0.094173982,0,Daley Blind,DF
572,3.5,231,0.06,0.11,56,1.74,0.56,23,7780,229,4,3.69,22,13,40,77,384,1382,708,69,0.5761458846722524,0.3326761951700345,0.09117792,0,Federico Valverde,MF
574,7.3,251,0.19,0.2,27,0.74,0.14,33.8,10706,216,14,3.38,36,36,71,117,539,1460,476,14,0.4123456790123457,0.4024691358024691,0.18518518518518517,0,José Luis García Vayá,MF
549,1.3,111,0.14,0.06,27,1.22,0.32,22.2,7487,154,4,1.58,19,17,52,132,539,985,211,20,0.4922349763673194,0.4314652261985145,0.076299797,0,Aurélien Tchouaméni,MF
512,0.5,74,0,0.02,9,0.46,0.05,18.6,4222,51,14,2.08,21,25,65,63,332,473,310,23,0.5124688279301746,0.3827930174563591,0.10473815461346633,0,Manu Sánchez,DF
582,2.7,88,0.18,0.16,17,1,0.29,20.7,3554,68,2,1.46,11,23,35,49,201,645,196,22,0.47903430749682335,0.38373570520965694,0.1372299872935197,0,Mikel Vesga,MF
511,0.9,50,0,0.07,11,0.84,0.15,20.5,2813,37,10,2.66,34,18,36,63,281,357,317,20,0.565406977,0.36191860465116277,0.072674419,0,Juanlu Sánchez,DF
509,1,84,0.12,0.04,14,0.55,0.2,19,5329,63,18,1.65,15,8,64,78,395,534,417,39,0.5019685039370079,0.3612204724409449,0.13681102362204725,0,Ricard Sánchez,DF
565,1.2,51,0,0.06,23,1.23,0.53,24.6,2148,47,0,1.55,6,20,17,40,178,518,200,11,0.4804804804804805,0.39039039039039036,0.12912912912912913,0,Beñat Turrientes,MF
80,0.9,106,0,0.05,17,0.84,0.35,22.7,4856,100,3,2.87,39,29,29,55,399,885,344,20,0.4948859166011015,0.42486231313926043,0.08025177,0,Eduardo Camavinga,MF
562,0.9,124,0,0.06,18,1.17,0.2,19.6,2457,74,0,4.77,11,9,9,15,76,546,411,51,0.6390449438202247,0.28230337078651685,0.078651685,0,Óscar Trejo,FW
531,0.3,55,0,0.04,8,1,0.12,23.2,2430,53,1,3.86,3,13,5,9,89,377,195,8,0.5229681978798587,0.3392226148409894,0.13780918727915195,0,Hugo Sotelo,MF
43,0.6,77,0,0.04,2,0.13,0.13,20.3,5238,74,2,2.03,15,9,46,83,381,613,179,12,0.5294117647058824,0.3580121703853955,0.11257606490872211,0,César Azpilicueta,DF
47,7.9,165,0.07,0.27,72,2.51,0.87,20.8,5861,95,15,5.27,10,16,17,29,224,650,693,102,0.3928266438941076,0.39880444064901793,0.20836891545687447,0,Alex Baena,MF
552,0.4,38,0,0.04,8,0.92,0.11,21.2,1666,28,2,2.51,8,8,9,20,108,299,158,12,0.4863013698630137,0.408675799,0.1050228310502283,0,Ramón Terrats,MF
546,1,61,0,0.07,19,1.28,0.07,20.8,3901,64,2,1.82,19,19,50,68,318,503,140,13,0.4217585692995529,0.368107303,0.21013412816691504,0,Renato Tapia,MF
541,1.4,110,0.06,0.08,26,1.54,0.36,24.3,3958,74,14,5.4,14,8,4,9,131,424,522,29,0.47820965842167257,0.33568904593639576,0.18610129564193167,0,Suso,MF
