,xG,PrgPasses,Gls/90,xG/90,Shots,Sh/90,SoT/90,Dist,PrgDist,FinalThirdPass,PenaltyAreaCross,SCA90,Tkl Def 3rd,Tkl Mid 3rd,Clearances,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,short_Pass_Ratio,medium_Pass_Ratio,long_Pass_Ratio,clusters,Player_Name,Pos
558,0.5,96,0,0.03,9,0.5,0.17,20.4,3224,75,8,3.23,17,15,6,12,169,555,326,26,0.5282791817087846,0.3417569193742479,0.1299638989169675,0,Óliver Torres,MF
50,0.1,41,0,0.01,5,0.33,0.07,21.2,2231,26,7,1.9,11,6,21,35,215,394,384,40,0.6071887034659821,0.33889602053915274,0.053915276,0,Alejandro Balde,DF
51,0.7,98,0,0.02,11,0.34,0.13,18.9,8333,77,10,1.6,20,24,66,83,477,797,471,33,0.44778254649499283,0.40486409155937053,0.1473533619456366,0,Iván Balliu,DF
539,0.3,58,0,0.02,4,0.28,0.07,25.3,3538,50,8,2.28,16,16,31,27,197,387,195,12,0.42454394693200664,0.351575456,0.22388059701492538,0,Damián Suárez,DF
559,1.5,60,0.05,0.07,30,1.51,0.35,22.3,2491,56,0,1.31,11,8,37,54,223,551,214,35,0.49132176234979974,0.41388518024032045,0.094793057,0,Lucas Torró,MF
34,0.2,106,0.03,0.01,9,0.3,0.07,27.1,7275,77,24,2.37,25,13,58,85,367,682,643,23,0.4472243940578577,0.42767787333854573,0.12509773260359655,0,Jesús Areso,DF
533,1.5,73,0.06,0.09,18,1.11,0.31,17.7,1887,57,2,2.65,15,8,8,22,159,479,207,33,0.4836193447737909,0.43213728549141966,0.08424337,0,Djibril Sow,MF
561,0.5,129,0,0.02,18,0.71,0.08,24.3,6928,112,10,2.28,24,17,59,87,444,950,356,18,0.40317022742935904,0.45761543762922124,0.13921433494141972,0,Hamari Traoré,DF
56,0.9,98,0,0.05,17,0.98,0.41,21.8,3536,75,0,2.49,15,29,24,39,239,622,238,15,0.5199034981905911,0.3944511459589867,0.085645356,0,Pablo Barrios,MF
532,0,102,0,0,1,0.04,0,19.6,4933,115,1,1.14,24,14,20,61,396,876,160,5,0.489415749,0.43014394580863674,0.080440305,0,Boubakary Soumaré,MF
31,0.7,74,0.06,0.04,7,0.43,0.12,20.5,3943,69,4,1.91,29,7,52,78,306,535,178,14,0.4622166246851385,0.4433249370277078,0.094458438,0,Julian Araujo,DF
501,0.1,47,0,0.01,4,0.34,0,22.2,2477,33,1,1.46,12,3,27,37,250,340,178,14,0.5742251223491027,0.3637846655791191,0.061990212,0,Youssouf Sabaly,DF
578,1.2,58,0.19,0.07,12,0.76,0.44,13.4,3330,27,8,3.81,22,14,36,52,327,498,466,68,0.5868089233753637,0.34238603297769155,0.070805044,0,Lucas Vázquez,DF
44,0.7,60,0,0.05,8,0.5,0.13,25.6,2718,51,2,1.13,27,18,27,47,254,521,58,4,0.3951612903225806,0.4967741935483871,0.10806451612903226,0,Iddrisu Baba,MF
90,1.1,45,0.07,0.07,12,0.81,0.2,18.3,2177,41,1,1.42,19,24,31,40,222,512,111,12,0.5425709515859767,0.3806343906510851,0.076794658,0,Johnny Cardoso,MF
89,2.7,160,0.03,0.09,26,0.83,0.16,13.9,9822,108,15,2.46,52,29,102,144,840,1175,586,67,0.5644599303135889,0.3504230960676954,0.085116974,0,Sergi Cardona,DF
3,0.3,59,0.07,0.02,9,0.63,0.28,27.9,4928,52,12,3.42,20,12,25,33,270,476,253,10,0.36757425742574257,0.40594059405940597,0.2264851485148515,0,Marcos Acuña,DF
494,0.7,66,0,0.07,10,0.96,0.19,23.6,2753,80,1,1.63,17,14,18,27,148,615,161,4,0.5135135135135135,0.41055341055341055,0.075933076,0,Oriol Romeu,MF
8,1.2,28,0.11,0.06,9,0.48,0.27,17.4,3150,30,12,1.72,18,7,34,54,338,420,216,20,0.45827814569536424,0.39470198675496687,0.14701986754966886,0,Sergio Akieme,DF
488,2.1,296,0.17,0.06,43,1.21,0.39,25.4,12239,278,4,2.16,22,25,23,59,712,2088,560,19,0.5459236326109391,0.37702098383212934,0.077055384,0,Kirian Rodríguez,MF
10,1,51,0,0.08,14,1.09,0.23,19.8,4997,56,0,1.4,7,5,34,127,474,457,80,11,0.5284738041002278,0.37585421412300685,0.095671982,0,David Alaba,DF
94,1.7,82,0.17,0.07,18,0.75,0.41,14.3,4535,52,5,1.82,28,15,54,101,465,726,527,59,0.5287846481876333,0.39232409381663114,0.078891258,0,Dani Carvajal,DF
95,0.4,58,0.13,0.05,8,1.06,0.4,24,2540,67,0,2.38,11,7,9,13,105,495,111,7,0.5745393634840871,0.3417085427135678,0.083752094,0,William Carvalho,MF
12,3.3,154,0.09,0.09,46,1.32,0.29,24.9,6666,151,3,2.15,39,52,55,91,470,1193,328,28,0.4252336448598131,0.3724966622162884,0.20226969292389854,0,Rubén Alcaraz,MF
487,0.7,65,0.1,0.03,18,0.88,0.34,20.5,4610,73,0,1.17,21,24,44,70,360,747,156,19,0.4794238683127572,0.38580246913580246,0.13477366255144033,0,Guido Rodríguez,MF
99,0,31,0,0,2,0.18,0.09,21.2,2843,35,9,2.48,9,2,29,39,208,284,149,8,0.4204322200392927,0.39096267190569745,0.18860510805500982,0,Álex Centelles,DF
91,0.8,39,0.07,0.06,12,0.82,0.21,16.8,2258,29,5,1.99,13,14,25,28,197,345,216,27,0.48411214953271026,0.3719626168224299,0.14392523364485982,0,Carmona,DF
14,0.5,31,0,0.03,11,0.59,0.11,21.9,1711,17,22,1.97,23,11,17,27,139,241,335,21,0.39371980676328505,0.35507246376811596,0.25120772946859904,0,Iván Alejo,MF
86,0.6,75,0,0.02,10,0.34,0.1,20.2,5158,54,9,1.48,30,15,87,98,432,647,351,11,0.4425182481751825,0.40875912408759124,0.14872262773722628,0,Isaac Carcelen,DF
101,1,74,0.08,0.07,11,0.85,0.15,18.3,3436,48,13,2.7,15,6,29,32,257,398,292,14,0.4577373211963589,0.4265279583875163,0.11573472041612484,0,Pep Chavarría,DF
83,1.6,141,0.07,0.06,32,1.15,0.32,21.3,6589,123,11,2.84,35,21,59,84,452,1110,670,71,0.5264957264957265,0.36923076923076925,0.10427350427350428,0,João Cancelo,DF
1,0.1,33,0,0.01,4,0.26,0,15.4,4552,20,2,0.9,15,9,62,72,344,405,226,28,0.5338753387533876,0.35907859078590787,0.1070460704607046,0,Abner,DF
591,1.9,74,0.05,0.09,22,1.1,0.2,22.5,3285,71,3,2.52,26,20,26,46,294,674,215,24,0.5199089874857793,0.36291240045506257,0.11717861205915814,0,Gonzalo Villar,MF
499,0.8,54,0.18,0.07,13,1.15,0.18,22.1,2899,37,3,2.92,28,13,33,36,232,318,209,25,0.5100182149362478,0.3460837887067395,0.14389799635701275,0,Aitor Ruibal,DF
486,1.4,118,0.07,0.05,27,0.93,0.14,19.8,4005,71,11,3.41,21,20,21,29,178,636,524,44,0.4191810344827586,0.36637931034482757,0.21443965517241378,0,Dani Rodríguez,MF
500,0.7,113,0,0.03,13,0.47,0.04,18.2,5626,68,3,1.7,43,36,43,81,486,927,199,26,0.44747725392886684,0.42762613730355664,0.12489660876757651,0,Sergio Ruiz,MF
85,1,80,0.06,0.06,14,0.87,0.31,15,3135,73,1,1.98,17,12,24,41,240,575,217,24,0.5012787723785166,0.401534527,0.097186701,0,Étienne Capoue,MF
373,0.7,52,0,0.04,13,0.65,0.1,11,5775,51,1,0.91,13,9,94,148,650,468,43,23,0.2802950474183351,0.5131717597471022,0.2065331928345627,1,César Montes,DF
220,0.8,73,0.05,0.04,19,0.98,0.15,24.1,5686,82,2,1.03,18,10,56,90,519,634,95,8,0.3655913978494624,0.522971652,0.11143695014662756,1,Nemanja Gudelj,DF
553,0.2,77,0,0.01,2,0.15,0,12.2,5053,73,4,1.16,16,18,45,45,297,552,214,10,0.37644341801385683,0.4503464203233256,0.17321016166281755,1,Kieran Tierney,DF
550,0.6,45,0.08,0.05,8,0.63,0.08,14.1,3084,33,3,1.89,22,4,59,84,275,251,85,13,0.33410672853828305,0.4709976798143852,0.19489559164733178,1,Nahuel Tenaglia,DF
2,0.5,49,0,0.02,10,0.39,0.12,12.1,4872,61,0,0.47,28,5,115,191,570,422,42,21,0.22527472527472528,0.46565934065934067,0.3090659340659341,1,Abdel Abqar,DF
606,0.8,129,0,0.03,12,0.43,0,13.4,9423,99,0,0.64,20,10,97,162,908,1034,50,18,0.2637749120750293,0.5797186400937866,0.15650644783118406,1,Igor Zubeldia,DF
556,0.2,33,0,0.01,3,0.22,0,14.7,4811,39,0,0.5,20,9,68,121,580,321,15,9,0.27019867549668874,0.5046357615894039,0.2251655629139073,1,Raúl Torrente,DF
300,2.1,54,0.14,0.1,16,0.73,0.23,15,8718,48,0,0.6,21,12,63,286,946,785,48,22,0.35594315245478036,0.5697674418604651,0.074289406,1,David López,DF
32,2.1,101,0.05,0.09,23,1.04,0.41,12.4,10325,111,1,0.99,11,15,66,157,732,1000,92,34,0.35811648079306074,0.506815366,0.13506815365551425,1,Ronald Araújo,DF
265,0.2,14,0,0.02,4,0.48,0,12.6,3239,8,0,0.24,8,3,50,110,389,251,12,6,0.3345656192236599,0.5526802218114603,0.11275415896487985,1,Juanpe,DF
598,1,89,0.06,0.03,7,0.23,0.1,8,11338,72,0,0.52,23,12,119,283,1091,950,71,22,0.4218487394957983,0.49747899159663866,0.080672269,1,Axel Witsel,DF
329,0.7,77,0,0.03,13,0.48,0.11,14.5,7334,71,0,0.66,23,9,129,220,711,555,45,25,0.28869047619047616,0.501984127,0.20932539682539683,1,Rafa Marín,DF
327,0.4,26,0,0.03,7,0.48,0.07,12.4,4822,27,0,0.34,10,7,95,157,487,328,16,8,0.29513343799058084,0.5227629513343799,0.18210361067503925,1,José María Giménez,DF
337,0.2,68,0,0.01,1,0.07,0,7.9,3256,62,4,1.74,17,6,41,79,347,483,131,9,0.4806007509386733,0.45807259073842305,0.061326658,1,Arnau Martinez,DF
338,0.4,97,0,0.03,8,0.56,0.07,11.6,6217,99,1,0.97,9,1,50,91,456,729,63,13,0.3923705722070845,0.45049954586739327,0.15712988192552224,1,Iñigo Martínez,DF
341,0.4,67,0,0.02,6,0.34,0,21.7,3142,64,0,0.92,16,17,30,58,254,616,74,7,0.4149933065595716,0.4243641231593039,0.1606425702811245,1,Omar Mascarell,MF
353,0.6,47,0.14,0.04,8,0.54,0.27,15.8,3375,45,2,0.88,19,12,45,67,341,376,88,13,0.32608695652173914,0.47324414715719065,0.20066889632107024,1,Bruno Méndez,DF
320,0.6,55,0.08,0.05,4,0.32,0.16,12.8,5393,57,0,1.21,8,5,41,139,431,378,21,6,0.35694444444444445,0.4930555555555556,0.15,1,Aïssa Mandi,DF
22,0.7,63,0.07,0.03,14,0.5,0.11,16.5,5016,64,3,0.78,43,20,80,125,508,648,178,22,0.3480492813141684,0.44969199178644764,0.20225872689938398,1,Gastón Álvarez,DF
289,3.3,114,0.08,0.09,67,1.81,0.57,27.9,16035,137,1,1.19,26,11,155,341,1317,953,131,36,0.24696969696969698,0.5035353535353535,0.2494949494949495,1,Florian Lejeune,DF
24,0.3,55,0,0.02,7,0.55,0.16,14.2,4181,38,0,0.78,15,3,34,52,344,440,31,7,0.26346433770014555,0.5502183406113537,0.18631732168850074,1,Yeray Álvarez,DF
27,0.8,27,0.06,0.05,9,0.52,0.12,10.4,4316,24,0,0.35,14,6,74,128,567,381,30,17,0.3037135278514589,0.5371352785145889,0.15915119363395225,1,Miguel Ángel Rubio,DF
13,1.2,98,0,0.05,24,0.98,0.21,19.7,7319,98,1,1.27,15,13,111,132,591,667,73,32,0.194335938,0.430664063,0.375,1,Omar Alderete,DF
11,0.4,62,0,0.02,6,0.27,0.04,9.5,8497,64,0,0.18,15,9,102,244,853,605,26,14,0.26104417670682734,0.5734939759036145,0.16546184738955824,1,Raúl Albiol,DF
239,0.4,35,0,0.02,4,0.22,0,14.5,4290,33,0,0.22,23,6,69,125,476,399,25,10,0.33146853146853145,0.4853146853146853,0.18321678321678322,1,Jorge Herrando,DF
364,1.4,83,0.03,0.04,22,0.66,0.24,12.7,9540,72,0,0.84,39,6,132,262,1133,703,67,37,0.2938856015779093,0.5193951347797502,0.18671926364234057,1,Ignasi Miquel,DF
237,0.3,21,0,0.02,5,0.27,0,16,4358,20,0,0.53,5,4,98,155,586,358,18,10,0.351875809,0.500646831,0.14747736093143596,1,Aridane Hernández,DF
331,0.2,142,0,0,3,0.08,0,15.9,14409,147,2,0.57,44,24,147,395,1553,1302,109,12,0.49380247900839663,0.4190323870451819,0.087165134,1,Mika Màrmol,DF
287,1,106,0.07,0.04,8,0.29,0.18,12.2,8514,94,0,0.62,16,15,96,171,899,1057,45,17,0.30324074074074076,0.5526620370370371,0.1440972222222222,1,Robin Le Normand,DF
569,0.3,61,0,0.01,9,0.34,0,19.6,6228,60,3,0.88,19,13,112,148,670,556,111,15,0.36666666666666664,0.4588235294117647,0.17450980392156862,1,Martin Valjent,DF
594,0.6,123,0,0.02,11,0.34,0.03,13.5,10952,105,1,0.75,29,11,104,161,950,1021,75,27,0.30339083878643663,0.5324211778703153,0.16418798334324808,1,Daniel Vivian,DF
107,1.1,69,0.04,0.04,20,0.78,0.16,25.6,8245,52,0,0.24,25,7,120,193,873,800,30,11,0.44862518089725034,0.467438495,0.083936324,1,Saúl Coco,DF
381,1.6,36,0.15,0.11,10,0.73,0.29,8.4,3926,32,2,1.32,18,7,65,142,497,324,67,21,0.3474576271186441,0.5268361581920904,0.12570621468926554,1,Yerson Mosquera,DF
425,0.4,33,0,0.02,7,0.45,0,13.3,5224,40,0,0.52,8,2,78,137,533,415,18,8,0.2775,0.56125,0.16125,1,Gabriel Paulista,DF
380,0.7,77,0,0.02,9,0.26,0.06,14.3,8196,45,0,0.47,36,18,137,274,1105,841,46,15,0.33663980161190327,0.532548047,0.13081215127092374,1,Cristhian Mosquera,DF
515,0.3,66,0,0.02,5,0.28,0.06,11.9,5999,59,2,0.66,16,7,61,140,595,533,38,10,0.38396624472573837,0.46729957805907174,0.14873417721518986,1,Stefan Savić,DF
159,0.8,82,0,0.03,11,0.39,0.11,15.6,6817,76,1,0.6,29,11,120,191,647,615,52,18,0.23684210526315788,0.4922027290448343,0.2709551656920078,1,Fali,DF
504,0.8,61,0.17,0.05,16,0.9,0.28,12,4857,54,2,0.73,26,12,91,106,554,570,122,33,0.4331275720164609,0.4454732510288066,0.12139917695473251,1,Kike Salas,DF
442,2,64,0.03,0.07,23,0.75,0.16,11.2,8483,49,1,0.49,24,10,150,240,1028,705,53,35,0.32668500687757906,0.5577716643741403,0.1155433287482806,1,Germán Pezzella,DF
148,0.3,31,0,0.03,7,0.78,0.22,11,2576,22,0,1.44,5,4,26,47,225,282,41,14,0.35357917570498915,0.5531453362255966,0.093275488,1,Aritz Elustondo,DF
140,0.3,63,0,0.02,5,0.28,0,15.6,4749,72,0,0.74,17,9,78,110,498,515,63,10,0.36211031175059955,0.47721822541966424,0.1606714628297362,1,Carlos Dominguez,DF
457,1.4,80,0.12,0.06,29,1.19,0.37,17.3,7350,61,0,0.9,18,12,104,197,743,626,76,41,0.3392226148409894,0.5282685512367491,0.13250883392226148,1,Antonio Raillo,DF
421,1.2,107,0.03,0.04,14,0.47,0.1,9.7,10013,68,0,0.5,11,9,104,158,915,852,41,24,0.28383705650459923,0.5538764783180026,0.16228646517739817,1,Aitor Paredes,DF
137,0.1,98,0,0,6,0.22,0.04,23.2,5814,64,5,0.8,18,13,70,112,510,704,169,12,0.3597390493942218,0.4706430568499534,0.16961789375582478,1,Djené,DF
464,1.9,81,0.11,0.07,28,1,0.39,18.9,10962,103,0,0.75,32,11,156,289,1000,801,85,29,0.2801867911941294,0.5030020013342228,0.21681120747164775,1,Sergio Ramos,DF
130,0.7,29,0.08,0.06,7,0.59,0.25,13.9,2704,23,0,0.5,9,9,62,95,363,294,31,7,0.3018867924528302,0.5547169811320755,0.14339622641509434,1,Mouctar Diakhaby,DF
471,0.7,34,0,0.03,11,0.46,0.21,11.1,5584,20,0,0.5,17,18,108,194,871,532,27,15,0.38812392426850256,0.5163511187607573,0.095524957,1,Chadi Riad,DF
125,1.2,78,0.14,0.06,20,0.92,0.32,11.7,6301,62,6,0.69,26,10,114,230,694,606,123,25,0.34611953612845675,0.5165031222123104,0.13737734165923282,1,Jorge Cuenca,DF
123,0.1,75,0,0.01,3,0.17,0,18.4,8442,73,0,0.98,18,3,65,157,758,826,46,5,0.35699658703071674,0.5269624573378839,0.11604095563139932,1,Pau Cubarsí,DF
97,1.3,77,0.04,0.05,18,0.64,0.18,13.3,10188,89,0,0.5,26,6,119,195,786,747,55,31,0.21547799696509864,0.5151745068285281,0.26934749620637327,1,Catena,DF
102,1,117,0.09,0.05,12,0.55,0.18,13,8496,116,0,1.27,7,14,41,111,549,1077,104,18,0.4565643370346179,0.472893534,0.070542129,1,Andreas Christensen,DF
109,0.5,52,0.07,0.04,7,0.47,0.07,13.4,3089,46,3,0.54,27,17,47,64,314,404,40,10,0.3185840707964602,0.4743362831858407,0.20707964601769913,1,Copete,DF
103,1,68,0,0.04,5,0.18,0,13.8,6336,44,1,0.78,22,12,107,230,830,582,58,11,0.39641943734015345,0.4816709292412617,0.12190963341858482,1,Chumi,DF
497,1.5,88,0.03,0.05,19,0.63,0.07,16,11111,90,2,0.7,18,4,89,275,1000,964,65,25,0.36720943290286356,0.5098259404828748,0.12296462661426165,1,Antonio Rüdiger,DF
419,0.3,13,0,0.02,2,0.16,0.08,7.9,3232,6,0,0.4,16,5,60,109,428,254,10,6,0.36363636363636365,0.5062388591800356,0.13012477718360071,1,Sokratis Papastathopoulos,DF
517,0.3,26,0.1,0.03,4,0.38,0.1,10.7,2813,31,0,0.86,10,4,43,76,277,204,18,6,0.3249370277078086,0.5062972292191436,0.16876574307304787,1,Aleksandar Sedlar,DF
206,2.3,72,0.07,0.08,13,0.46,0.11,10.3,8387,51,1,0.68,22,20,130,258,905,706,67,25,0.3386605783866058,0.5304414,0.1308980213089802,1,Édgar González,DF
398,1.4,106,0.03,0.05,22,0.71,0.16,14.4,10797,97,0,0.84,30,19,153,278,1049,886,102,39,0.2962962962962963,0.5065913370998116,0.19711236660389203,1,Unai Núñez,DF
535,1.4,38,0.04,0.06,12,0.49,0.2,8.5,6106,31,0,0.24,30,5,159,262,847,459,32,17,0.36363636363636365,0.5444664031620553,0.091897233,1,Carl Starfelt,DF
415,0.3,56,0,0.01,6,0.34,0.17,14.3,4662,48,0,0.73,22,4,84,109,525,469,46,12,0.35628019323671495,0.4806763285024155,0.16304347826086957,1,Cenk Özkacar,DF
389,1,64,0.08,0.04,8,0.32,0.08,10.2,6494,60,2,0.88,26,9,114,186,667,552,37,13,0.28497942386831276,0.49382716049382713,0.22119341563786007,1,Matija Nastasić,DF
523,0.2,38,0,0.02,5,0.5,0.3,22.2,2995,48,1,0.8,22,5,32,49,238,330,49,6,0.42733188720173537,0.46203904555314534,0.11062906724511931,1,Jailson Siqueira,DF
104,0.3,80,0,0.02,4,0.19,0,9.7,7302,62,0,0.77,23,5,92,147,647,552,28,13,0.31510934393638174,0.4562624254473161,0.2286282306163022,1,Víctor Chust,DF
538,1.2,109,0.07,0.04,7,0.25,0.18,9.9,9326,102,3,0.63,33,15,84,157,713,1019,132,16,0.47259832366215343,0.41843971631205673,0.10896196002578981,1,Álex Suárez,DF
385,1.1,80,0.19,0.05,23,1.12,0.29,21.6,3354,85,0,0.87,13,17,50,68,251,761,192,28,0.38054968287526425,0.46723044397463004,0.1522198731501057,1,Iker Muñoz,MF
46,0.9,76,0,0.04,14,0.55,0.12,12.7,8244,79,0,0.79,53,12,116,184,920,692,55,24,0.3135011441647597,0.5347063310450039,0.15179252479023647,1,Loïc Bade,DF
416,1.1,53,0.06,0.06,6,0.35,0.18,8.2,5738,50,1,0.83,21,4,53,133,607,679,28,10,0.30043290043290044,0.5497835497835498,0.1497835497835498,1,Jon Pacheco,DF
382,0.4,38,0.05,0.02,6,0.32,0.05,15.9,4915,34,0,0.58,13,4,82,127,578,359,25,8,0.26745718050065875,0.5177865612648221,0.2147562582345191,1,Abdul Mumin,DF
388,0.5,55,0,0.03,5,0.26,0.05,11.7,7898,47,1,0.67,9,7,56,202,724,632,67,18,0.47573587907716786,0.44630071599045346,0.077963405,1,Nacho,DF
188,1,133,0,0.04,15,0.58,0.08,9.8,8473,129,0,0.69,19,9,115,166,665,863,64,24,0.3045801526717557,0.5290076335877862,0.166412214,1,David García,DF
551,0,1,0,0,0,0,0,0,16159,9,0,0.29,0,0,3,816,1068,13,0,0,0.17801556420233464,0.48735408560311283,0.3346303501945525,2,Marc-André ter Stegen,GK
367,0.1,19,0.13,0.01,1,0.13,0.13,8.7,1581,16,0,0.52,7,2,26,39,156,147,5,2,0.276,0.46,0.264,2,Stefan Mitrović,DF
470,0,1,0,0,0,0,0,0,19177,19,0,0.16,0,0,24,1103,1338,15,0,0,0.13178913738019168,0.3953674121405751,0.4728434504792332,2,Álex Remiro,GK
593,0,2,0,0,0,0,0,0,343,2,0,0,1,1,9,15,51,30,0,0,0.2786885245901639,0.47540983606557374,0.2459016393442623,2,Ricardo Visus,DF
592,0,0,0,0,0,0,0,0,4510,4,0,0.18,0,0,6,314,348,0,0,0,0.1375,0.3125,0.55,2,Iván Villar,GK
312,0,0,0,0,0,0,0,0,7874,6,0,0.1,0,0,15,613,710,3,0,0,0.22458270106221548,0.5083459787556904,0.26707132018209406,2,Andriy Lunin,GK
469,0,0,0,0,0,0,0,0,1057,2,0,0,0,0,1,69,73,0,0,0,0.15942028985507245,0.463768116,0.37681159420289856,2,Pepe Reina,GK
317,0,0,0,0,0,0,0,0,15286,26,0,0.19,4,0,22,1025,1211,5,0,0,0.1002710027100271,0.23667570009033423,0.6630532971996387,2,Giorgi Mamardashvili,GK
458,0,0,0,0,0,0,0,0,23581,50,0,0.25,2,0,14,1084,1304,22,0,0,0.059533387,0.2075623491552695,0.7329042638777152,2,Predrag Rajković,GK
399,0,0,0,0,0,0,0,0,13489,16,0,0.29,0,0,9,707,841,4,0,0,0.1,0.2512820512820513,0.6487179487179487,2,Ørjan Nyland,GK
356,0.2,15,0,0.02,4,0.53,0.13,18.2,1173,15,0,0.27,6,2,33,42,148,143,9,3,0.23893805309734514,0.4690265486725664,0.2920353982300885,2,Jorge Meré,DF
570,0,2,0,0,0,0,0,0,593,4,0,0.83,1,2,1,7,44,51,3,0,0.37349397590361444,0.4457831325301205,0.18072289156626506,2,Jesús Vallejo,DF
571,0,5,0,0,0,0,0,0,24426,14,0,0.17,3,0,40,1271,1985,73,0,0,0.26009438909281596,0.4037755637126377,0.3361300471945464,2,Álvaro Vallés,GK
424,0.2,7,0,0.04,1,0.22,0.22,4.7,2040,3,0,0.67,4,3,27,47,201,116,3,3,0.3025830258302583,0.5867158671586716,0.11070110701107011,2,Gabriel Paulista,DF
521,0,0,0,0,0,0,0,0,18785,25,0,0.23,1,1,9,968,1293,8,0,0,0.090983607,0.2819672131147541,0.6270491803278688,2,Unai Simón,GK
573,0.2,1,0,0.05,2,0.63,0,9.8,438,1,0,0.94,7,2,12,17,70,59,9,3,0.36082474226804123,0.3711340206185567,0.26804123711340205,2,Siebe Van Der Heyden,DF
345,0.3,4,0,0.11,2,0.62,0.31,7.9,518,3,0,0.31,3,3,26,37,81,47,9,4,0.2692307692307692,0.3717948717948718,0.358974359,2,Mamadou Mbaye,DF
343,0,0,0,0,0,0,0,0,17069,11,0,0.12,0,0,19,1096,1336,19,0,0,0.11437648927720413,0.34471803018268465,0.5409054805401112,2,Luís Maximiano,GK
519,0,1,0,0,0,0,0,0,12611,8,0,0.07,0,0,13,841,1012,5,0,0,0.13025210084033614,0.3434873949579832,0.5262605042016807,2,Rui Silva,GK
339,0,0,0,0,0,0,0,0,1699,1,0,0,0,0,1,90,107,5,0,0,0.19387755102040816,0.32653061224489793,0.47959183673469385,2,Marc Martínez,GK
323,0,12,0,0,0,0,0,0,1364,17,0,1.01,5,4,11,18,108,123,7,1,0.3489583333333333,0.546875,0.10416666666666667,2,Marcão,DF
413,0,0,0,0,0,0,0,0,2621,7,0,1.5,0,0,3,95,127,3,0,0,0.084033613,0.23529411764705882,0.680672269,2,Jesús Owono,GK
412,0.2,7,0,0.04,2,0.42,0,13.3,900,6,0,0.42,6,2,15,19,114,93,12,2,0.3448275862068966,0.47701149425287354,0.1781609195402299,2,Aiham Ousou,DF
332,0,0,0,0,0,0,0,0,792,2,0,0.63,0,0,0,32,43,3,0,0,0.13333333333333333,0.28888888888888886,0.5777777777777777,2,Unai Marrero,GK
